LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,cost
1,0,0,1,0,43,48
2,0,0,2,0,26,1
3,0,0,3,0,15,29
4,0,0,4,0,44,34
5,0,0,9,0,3,12
6,0,0,10,0,1,6
7,0,0,11,0,17,44
8,0,0,12,0,21,24
9,0,0,13,0,7,45
10,0,0,24,0,5,3
11,0,0,26,0,40,27
12,0,0,38,0,15,29
13,0,0,44,0,1,45
14,0,0,47,0,36,48
15,0,0,50,0,36,17
16,0,0,53,0,16,12
17,0,0,54,0,14,47
18,0,0,56,0,24,5
19,0,0,62,0,13,33
20,0,0,63,0,17,32
21,0,0,64,0,22,22
22,0,0,83,0,24,35
23,0,0,92,0,48,13
24,0,0,94,0,41,41
25,0,0,98,0,43,46
26,0,0,101,0,28,42
27,0,0,117,0,41,5
28,0,0,125,0,22,48
29,0,0,133,0,23,1
30,0,0,137,0,22,34
31,0,0,150,0,23,29
32,0,0,154,0,23,13
33,0,0,158,0,48,34
34,0,0,166,0,3,45
35,0,0,169,0,48,30
36,0,0,175,0,34,24
37,0,0,176,0,31,29
38,0,0,186,0,30,40
39,0,0,189,0,18,12
40,0,0,190,0,17,37
41,0,0,191,0,38,9
42,0,0,195,0,37,23
43,0,0,199,0,48,43
44,0,0,202,0,23,18
45,0,0,222,0,29,31
46,0,0,224,0,43,45
47,0,0,227,0,3,43
48,0,0,241,0,1,20
49,0,0,243,0,9,48
50,0,0,245,0,47,11
51,0,0,246,0,34,38
52,0,0,248,0,2,16
53,0,0,260,0,7,20
54,0,0,264,0,20,37
55,0,0,270,0,49,20
56,0,0,273,0,35,15
57,0,0,276,0,2,3
58,0,0,277,0,1,20
59,0,0,278,0,32,24
60,0,0,284,0,21,21
61,0,0,285,0,21,22
62,0,0,287,0,29,48
63,0,0,296,0,35,10
64,0,0,299,0,15,27
65,1,0,3,0,23,46
66,1,0,5,0,29,1
67,1,0,6,0,44,12
68,1,0,7,0,30,44
69,1,0,13,0,4,44
70,1,0,24,0,36,10
71,1,0,39,0,31,37
72,1,0,40,0,20,16
73,1,0,41,0,42,26
74,1,0,44,0,41,41
75,1,0,46,0,39,21
76,1,0,47,0,3,48
77,1,0,48,0,22,30
78,1,0,49,0,25,40
79,1,0,53,0,32,8
80,1,0,57,0,18,15
81,1,0,60,0,9,8
82,1,0,61,0,32,14
83,1,0,69,0,35,36
84,1,0,70,0,43,33
85,1,0,80,0,12,38
86,1,0,83,0,28,4
87,1,0,85,0,36,46
88,1,0,87,0,45,24
89,1,0,94,0,13,33
90,1,0,101,0,12,19
91,1,0,105,0,46,30
92,1,0,107,0,37,32
93,1,0,112,0,49,48
94,1,0,120,0,29,4
95,1,0,121,0,12,46
96,1,0,127,0,39,31
97,1,0,134,0,44,39
98,1,0,137,0,22,5
99,1,0,138,0,34,45
100,1,0,140,0,4,41
101,1,0,151,0,2,30
102,1,0,154,0,32,27
103,1,0,156,0,27,29
104,1,0,157,0,33,46
105,1,0,164,0,26,10
106,1,0,166,0,30,1
107,1,0,169,0,41,25
108,1,0,171,0,31,3
109,1,0,172,0,14,26
110,1,0,183,0,27,32
111,1,0,186,0,43,18
112,1,0,190,0,12,20
113,1,0,193,0,24,10
114,1,0,196,0,3,17
115,1,0,200,0,46,6
116,1,0,202,0,10,1
117,1,0,204,0,22,38
118,1,0,217,0,31,42
119,1,0,218,0,1,43
120,1,0,221,0,27,25
121,1,0,239,0,34,47
122,1,0,243,0,48,43
123,1,0,256,0,22,28
124,1,0,258,0,3,39
125,1,0,269,0,21,16
126,1,0,279,0,4,38
127,1,0,289,0,37,22
128,1,0,299,0,19,44
129,2,0,8,0,25,20
130,2,0,16,0,3,43
131,2,0,18,0,17,20
132,2,0,25,0,24,17
133,2,0,47,0,47,42
134,2,0,49,0,8,25
135,2,0,54,0,21,24
136,2,0,61,0,49,25
137,2,0,63,0,8,31
138,2,0,68,0,16,8
139,2,0,71,0,14,12
140,2,0,72,0,47,4
141,2,0,75,0,21,29
142,2,0,76,0,13,18
143,2,0,77,0,43,41
144,2,0,81,0,46,27
145,2,0,84,0,2,34
146,2,0,87,0,25,3
147,2,0,90,0,18,16
148,2,0,91,0,29,43
149,2,0,94,0,31,49
150,2,0,99,0,23,34
151,2,0,101,0,40,44
152,2,0,102,0,17,45
153,2,0,107,0,18,17
154,2,0,112,0,8,49
155,2,0,139,0,14,19
156,2,0,146,0,14,5
157,2,0,149,0,39,41
158,2,0,158,0,45,20
159,2,0,160,0,2,24
160,2,0,169,0,29,8
161,2,0,179,0,17,48
162,2,0,187,0,22,22
163,2,0,190,0,3,29
164,2,0,192,0,18,16
165,2,0,207,0,10,42
166,2,0,212,0,9,44
167,2,0,221,0,35,23
168,2,0,223,0,25,7
169,2,0,224,0,46,13
170,2,0,226,0,12,17
171,2,0,229,0,10,19
172,2,0,230,0,37,30
173,2,0,231,0,10,46
174,2,0,233,0,8,38
175,2,0,235,0,38,18
176,2,0,245,0,9,44
177,2,0,251,0,5,40
178,2,0,258,0,46,49
179,2,0,261,0,16,37
180,2,0,275,0,26,44
181,2,0,277,0,2,35
182,2,0,283,0,9,17
183,2,0,289,0,34,41
184,2,0,297,0,24,49
185,2,0,298,0,7,11
186,2,0,299,0,23,17
187,3,0,7,0,27,17
188,3,0,15,0,18,29
189,3,0,18,0,25,48
190,3,0,20,0,41,42
191,3,0,22,0,3,40
192,3,0,23,0,12,44
193,3,0,27,0,30,24
194,3,0,33,0,43,12
195,3,0,34,0,31,44
196,3,0,38,0,19,25
197,3,0,47,0,33,41
198,3,0,56,0,40,9
199,3,0,58,0,3,23
200,3,0,59,0,43,28
201,3,0,65,0,7,46
202,3,0,67,0,46,25
203,3,0,73,0,20,13
204,3,0,78,0,35,40
205,3,0,81,0,32,40
206,3,0,89,0,33,9
207,3,0,92,0,42,38
208,3,0,101,0,3,9
209,3,0,104,0,37,11
210,3,0,111,0,8,12
211,3,0,121,0,48,9
212,3,0,127,0,31,49
213,3,0,129,0,23,3
214,3,0,135,0,47,29
215,3,0,140,0,34,27
216,3,0,142,0,30,28
217,3,0,143,0,31,32
