LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,linkCost
0,0,0,1,0,100,999
1,0,0,2,0,100,999
2,0,0,3,0,100,999
3,0,0,4,0,100,999
4,0,0,5,0,100,999
5,0,0,6,0,100,999
6,0,0,7,0,100,999
7,0,0,8,0,100,999
8,0,0,9,0,100,999
9,0,0,10,0,100,999
10,1,0,2,0,11,2
11,1,0,11,0,16,2
12,2,0,3,0,20,2
13,2,0,1,0,10,1
14,2,0,12,0,48,2
15,3,0,4,0,10,2
16,3,0,2,0,48,2
17,3,0,13,0,4,2
18,4,0,5,0,33,2
19,4,0,3,0,49,2
20,4,0,14,0,1,2
21,5,0,6,0,7,2
22,5,0,4,0,7,2
23,5,0,15,0,39,2
24,6,0,7,0,40,1
25,6,0,5,0,37,2
26,6,0,16,0,21,2
27,7,0,8,0,35,2
28,7,0,6,0,34,2
29,7,0,17,0,18,2
30,8,0,9,0,39,2
31,8,0,7,0,32,1
32,8,0,18,0,32,2
33,9,0,10,0,45,2
34,9,0,8,0,5,2
35,9,0,19,0,39,2
36,10,0,9,0,17,2
37,10,0,20,0,13,2
38,11,0,12,0,46,2
39,11,0,21,0,4,2
40,11,0,1,0,14,2
41,12,0,13,0,29,2
42,12,0,11,0,13,2
43,12,0,22,0,49,2
44,12,0,2,0,49,2
45,13,0,14,0,24,1
46,13,0,12,0,40,2
47,13,0,23,0,18,2
48,13,0,3,0,31,2
49,14,0,15,0,14,2
50,14,0,13,0,11,1
51,14,0,24,0,36,2
52,14,0,4,0,43,2
53,15,0,16,0,32,2
54,15,0,14,0,37,2
55,15,0,25,0,36,2
56,15,0,5,0,28,1
57,16,0,17,0,39,2
58,16,0,15,0,3,1
59,16,0,26,0,31,2
60,16,0,6,0,1,2
61,17,0,18,0,22,2
62,17,0,16,0,21,2
63,17,0,27,0,32,2
64,17,0,7,0,13,2
65,18,0,19,0,35,2
66,18,0,17,0,17,1
67,18,0,28,0,47,2
68,18,0,8,0,29,2
69,19,0,20,0,27,2
70,19,0,18,0,15,2
71,19,0,29,0,18,2
72,19,0,9,0,42,1
73,20,0,19,0,3,2
74,20,0,30,0,16,2
75,20,0,10,0,12,2
76,21,0,22,0,41,2
77,21,0,31,0,13,2
78,21,0,11,0,23,2
79,22,0,23,0,46,2
80,22,0,21,0,24,1
81,22,0,32,0,40,2
82,22,0,12,0,27,1
83,23,0,24,0,43,2
84,23,0,22,0,32,1
85,23,0,33,0,43,2
86,23,0,13,0,21,2
87,24,0,25,0,15,2
88,24,0,23,0,37,2
89,24,0,34,0,15,2
90,24,0,14,0,1,2
91,25,0,26,0,43,2
92,25,0,24,0,34,2
93,25,0,35,0,23,2
94,25,0,15,0,27,2
95,26,0,27,0,2,2
96,26,0,25,0,28,2
97,26,0,36,0,32,2
98,26,0,16,0,47,2
99,27,0,28,0,29,1
100,27,0,26,0,15,1
101,27,0,37,0,41,2
102,27,0,17,0,18,2
103,28,0,29,0,1,2
104,28,0,27,0,11,2
105,28,0,38,0,8,2
106,28,0,18,0,43,2
107,29,0,30,0,28,1
108,29,0,28,0,42,2
109,29,0,39,0,29,2
110,29,0,19,0,23,1
111,30,0,29,0,40,2
112,30,0,40,0,5,2
113,30,0,20,0,20,1
114,31,0,32,0,17,2
115,31,0,41,0,25,2
116,31,0,21,0,45,2
117,32,0,33,0,24,2
118,32,0,31,0,17,2
119,32,0,42,0,48,2
120,32,0,22,0,27,2
121,33,0,34,0,37,2
122,33,0,32,0,4,2
123,33,0,43,0,7,2
124,33,0,23,0,43,2
125,34,0,35,0,49,2
126,34,0,33,0,42,1
127,34,0,44,0,1,2
128,34,0,24,0,13,2
129,35,0,36,0,10,2
130,35,0,34,0,39,2
131,35,0,45,0,16,2
132,35,0,25,0,14,2
133,36,0,37,0,40,2
134,36,0,35,0,24,2
135,36,0,46,0,23,2
136,36,0,26,0,43,1
137,37,0,38,0,36,2
138,37,0,36,0,8,2
139,37,0,47,0,9,2
140,37,0,27,0,44,1
141,38,0,39,0,49,2
142,38,0,37,0,14,1
143,38,0,48,0,19,2
144,38,0,28,0,13,2
145,39,0,40,0,12,1
146,39,0,38,0,39,2
147,39,0,49,0,8,2
148,39,0,29,0,8,1
149,40,0,39,0,40,1
150,40,0,50,0,39,2
151,40,0,30,0,49,1
152,41,0,42,0,36,2
153,41,0,51,0,27,2
154,41,0,31,0,8,1
155,42,0,43,0,21,2
156,42,0,41,0,22,2
157,42,0,52,0,8,2
158,42,0,32,0,17,1
159,43,0,44,0,48,1
160,43,0,42,0,6,1
161,43,0,53,0,15,2
162,43,0,33,0,26,2
163,44,0,45,0,48,2
164,44,0,43,0,2,2
165,44,0,54,0,47,2
166,44,0,34,0,29,2
167,45,0,46,0,30,2
168,45,0,44,0,43,2
169,45,0,55,0,44,2
170,45,0,35,0,48,2
171,46,0,47,0,11,2
172,46,0,45,0,17,2
173,46,0,56,0,42,2
174,46,0,36,0,10,2
