LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,cost
1,0,0,1,0,22,2
2,0,0,2,0,27,1
3,0,0,3,0,32,2
4,0,0,4,0,23,2
5,0,0,5,0,17,3
6,0,0,6,0,23,3
7,0,0,7,0,9,1
8,0,0,8,0,26,2
9,0,0,9,0,4,2
10,0,0,11,0,23,1
11,0,0,12,0,47,2
12,0,0,13,0,45,1
13,0,0,14,0,3,2
14,0,0,16,0,17,3
15,0,0,17,0,29,2
16,0,0,19,0,19,2
17,0,0,20,0,14,2
18,0,0,22,0,42,1
19,0,0,23,0,46,1
20,0,0,24,0,45,3
21,0,0,25,0,45,1
22,0,0,27,0,22,1
23,0,0,28,0,7,1
24,0,0,29,0,24,3
25,0,0,30,0,42,3
26,0,0,31,0,27,1
27,0,0,33,0,38,2
28,0,0,35,0,40,1
29,0,0,37,0,13,2
30,0,0,38,0,16,3
31,0,0,39,0,19,3
32,0,0,40,0,39,2
33,0,0,41,0,39,2
34,0,0,42,0,18,1
35,0,0,45,0,13,2
36,0,0,46,0,8,3
37,0,0,47,0,10,1
38,0,0,48,0,44,2
39,0,0,50,0,1,2
40,0,0,51,0,1,1
41,0,0,52,0,44,3
42,0,0,53,0,30,3
43,0,0,54,0,39,2
44,0,0,56,0,19,1
45,0,0,57,0,31,3
46,0,0,58,0,18,2
47,0,0,63,0,3,2
48,0,0,64,0,4,3
49,0,0,65,0,1,2
50,0,0,66,0,19,1
51,0,0,68,0,34,1
52,0,0,69,0,31,2
53,0,0,70,0,11,2
54,0,0,71,0,24,1
55,0,0,72,0,26,2
56,0,0,73,0,12,1
57,0,0,74,0,10,1
58,0,0,75,0,30,1
59,0,0,76,0,21,1
60,0,0,77,0,40,2
61,0,0,78,0,12,3
62,0,0,80,0,38,1
63,0,0,81,0,5,1
64,0,0,82,0,3,1
65,0,0,83,0,46,3
66,0,0,85,0,6,1
67,0,0,87,0,40,3
68,0,0,88,0,17,2
69,0,0,89,0,48,1
70,0,0,90,0,21,1
71,0,0,91,0,43,2
72,0,0,92,0,46,2
73,0,0,93,0,8,3
74,0,0,95,0,14,1
75,0,0,96,0,34,2
76,0,0,97,0,36,2
77,1,0,3,0,23,1
78,1,0,4,0,29,1
79,1,0,5,0,11,1
80,1,0,6,0,23,3
81,1,0,8,0,36,1
82,1,0,9,0,15,1
83,1,0,10,0,1,2
84,1,0,11,0,25,2
85,1,0,12,0,49,1
86,1,0,13,0,36,3
87,1,0,14,0,16,2
88,1,0,15,0,23,3
89,1,0,16,0,30,3
90,1,0,17,0,34,3
