LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,cost
1,0,0,1,0,18,31
2,0,0,2,0,45,19
3,0,0,3,0,4,19
4,0,0,6,0,31,20
5,0,0,9,0,36,36
6,0,0,11,0,21,38
7,0,0,12,0,4,49
8,0,0,17,0,21,36
9,0,0,19,0,13,47
10,0,0,20,0,45,6
11,0,0,23,0,3,5
12,0,0,25,0,40,19
13,0,0,27,0,11,43
14,0,0,29,0,13,15
15,0,0,30,0,23,13
16,0,0,36,0,39,43
17,0,0,45,0,26,43
18,0,0,46,0,22,17
19,0,0,48,0,29,45
20,0,0,53,0,47,36
21,0,0,55,0,14,39
22,0,0,56,0,33,31
23,0,0,57,0,48,3
24,0,0,60,0,9,3
25,0,0,62,0,39,42
26,0,0,63,0,18,25
27,0,0,65,0,4,33
28,0,0,71,0,19,5
29,0,0,74,0,49,40
30,0,0,75,0,44,25
31,0,0,77,0,17,26
32,0,0,80,0,8,12
33,0,0,87,0,2,49
34,0,0,90,0,7,16
35,0,0,94,0,14,40
36,0,0,97,0,22,12
37,0,0,99,0,27,36
38,0,0,102,0,40,29
39,0,0,103,0,31,4
40,0,0,104,0,36,15
41,0,0,105,0,1,9
42,0,0,111,0,23,32
43,0,0,116,0,19,33
44,0,0,124,0,49,15
45,0,0,126,0,31,25
46,0,0,127,0,3,40
47,0,0,128,0,17,17
48,0,0,129,0,23,42
49,0,0,135,0,35,28
50,0,0,138,0,25,30
51,0,0,143,0,28,48
52,0,0,147,0,47,2
53,0,0,148,0,17,16
54,0,0,151,0,37,1
55,0,0,153,0,13,41
56,0,0,155,0,11,37
57,0,0,157,0,29,14
58,0,0,158,0,48,48
59,0,0,160,0,3,42
60,0,0,164,0,15,21
61,0,0,170,0,15,49
62,0,0,174,0,2,40
63,0,0,177,0,27,32
64,0,0,178,0,43,12
65,0,0,179,0,44,33
66,0,0,187,0,13,7
67,0,0,189,0,39,17
68,0,0,192,0,29,11
69,0,0,193,0,25,32
70,0,0,197,0,17,6
71,0,0,199,0,39,32
72,0,0,202,0,26,39
73,0,0,203,0,19,20
74,0,0,205,0,19,16
75,0,0,206,0,28,31
76,0,0,209,0,30,12
77,0,0,210,0,8,46
78,0,0,214,0,37,13
79,0,0,216,0,32,45
80,0,0,227,0,33,25
81,0,0,228,0,28,35
82,0,0,229,0,13,15
83,0,0,230,0,37,47
84,0,0,231,0,2,22
85,0,0,244,0,2,33
86,0,0,245,0,29,11
87,0,0,247,0,15,3
88,0,0,249,0,49,5
89,0,0,253,0,3,10
90,0,0,254,0,33,23
91,0,0,258,0,5,33
92,0,0,259,0,43,42
93,0,0,265,0,43,5
94,0,0,268,0,32,23
95,0,0,269,0,19,7
96,0,0,274,0,12,23
97,0,0,276,0,14,8
98,0,0,279,0,4,39
99,0,0,281,0,28,18
100,0,0,285,0,42,49
101,0,0,286,0,14,13
102,0,0,289,0,3,45
103,0,0,292,0,27,4
104,0,0,296,0,37,22
105,0,0,297,0,17,6
106,0,0,300,0,36,17
107,0,0,301,0,6,5
108,0,0,303,0,36,8
109,0,0,304,0,33,32
110,0,0,308,0,39,38
111,0,0,316,0,40,22
112,0,0,318,0,9,10
113,0,0,320,0,9,6
114,0,0,322,0,5,15
115,0,0,323,0,42,2
116,0,0,328,0,29,49
117,0,0,332,0,32,19
118,0,0,333,0,3,36
119,0,0,335,0,21,16
120,0,0,339,0,21,29
121,0,0,340,0,5,18
122,0,0,346,0,10,38
123,0,0,355,0,44,13
124,0,0,367,0,4,20
125,0,0,368,0,6,40
126,0,0,373,0,19,48
127,0,0,379,0,41,32
128,0,0,384,0,12,36
129,0,0,388,0,21,47
130,0,0,389,0,27,1
131,0,0,398,0,22,4
132,0,0,402,0,26,47
133,0,0,406,0,28,31
134,0,0,408,0,9,22
135,0,0,410,0,14,1
136,0,0,411,0,6,11
137,0,0,412,0,8,30
138,0,0,415,0,17,17
139,0,0,417,0,21,14
140,0,0,419,0,12,22
141,0,0,420,0,23,45
142,0,0,422,0,8,15
143,0,0,424,0,15,35
144,0,0,425,0,49,2
145,0,0,427,0,28,26
146,0,0,434,0,14,30
147,0,0,435,0,39,30
148,0,0,438,0,48,22
149,0,0,439,0,16,26
150,0,0,443,0,25,40
151,0,0,451,0,45,7
152,0,0,452,0,25,42
153,0,0,455,0,15,4
154,0,0,457,0,34,45
155,0,0,458,0,35,41
156,0,0,459,0,5,47
157,0,0,460,0,20,1
158,0,0,461,0,11,21
159,0,0,466,0,49,10
160,0,0,476,0,4,29
161,0,0,489,0,15,35
162,0,0,497,0,46,43
163,0,0,505,0,46,33
164,0,0,506,0,10,27
165,0,0,512,0,16,8
166,0,0,515,0,46,11
167,0,0,517,0,21,7
168,0,0,518,0,46,46
169,0,0,521,0,26,24
170,0,0,524,0,48,6
171,0,0,526,0,10,42
172,0,0,528,0,36,21
173,0,0,532,0,41,3
174,0,0,543,0,26,4
175,0,0,544,0,33,7
176,0,0,546,0,6,1
177,0,0,556,0,49,6
178,0,0,558,0,19,20
179,0,0,561,0,18,44
180,0,0,563,0,25,6
181,0,0,564,0,33,26
182,0,0,565,0,2,4
183,0,0,566,0,44,31
184,0,0,573,0,19,21
185,0,0,574,0,5,2
186,0,0,575,0,39,27
187,0,0,578,0,39,14
188,0,0,580,0,1,49
189,0,0,590,0,36,33
190,0,0,597,0,16,3
191,0,0,599,0,44,32
192,0,0,602,0,10,49
193,0,0,605,0,24,36
194,0,0,607,0,40,49
195,0,0,608,0,14,29
196,0,0,610,0,14,48
197,0,0,614,0,22,44
198,0,0,615,0,36,27
199,0,0,617,0,11,15
200,0,0,620,0,8,31
201,0,0,622,0,25,14
202,0,0,625,0,25,28
203,0,0,626,0,9,17
204,0,0,628,0,12,26
205,0,0,631,0,12,25
206,0,0,635,0,16,12
207,0,0,637,0,38,9
208,0,0,639,0,29,1
209,0,0,648,0,34,37
210,0,0,651,0,30,32
211,0,0,656,0,31,27
212,0,0,657,0,35,37
213,0,0,662,0,16,23
214,0,0,666,0,26,22
215,0,0,667,0,17,19
216,0,0,670,0,20,2
217,0,0,677,0,41,27
218,0,0,678,0,16,36
219,0,0,682,0,38,14
220,0,0,684,0,18,23
221,0,0,692,0,28,25
222,0,0,696,0,21,5
223,0,0,702,0,12,31
224,0,0,705,0,22,45
225,0,0,706,0,6,20
226,0,0,708,0,42,42
227,0,0,709,0,27,30
228,0,0,715,0,8,15
229,0,0,717,0,27,9
230,0,0,720,0,36,12
231,0,0,721,0,46,32
232,0,0,723,0,36,37
233,0,0,724,0,42,17
234,0,0,725,0,12,20
235,0,0,726,0,9,35
236,0,0,730,0,39,29
237,0,0,736,0,47,24
238,0,0,739,0,17,18
239,0,0,740,0,11,48
240,0,0,742,0,19,1
241,0,0,743,0,38,43
242,0,0,751,0,4,31
243,0,0,752,0,15,33
244,0,0,754,0,46,38
245,0,0,757,0,3,21
246,0,0,761,0,7,20
247,0,0,771,0,10,48
248,0,0,777,0,38,33
249,0,0,780,0,26,4
250,0,0,781,0,49,37
251,0,0,783,0,11,7
252,0,0,784,0,29,42
253,0,0,786,0,2,2
254,0,0,787,0,39,27
255,0,0,793,0,5,48
256,0,0,795,0,48,43
257,0,0,802,0,4,20
258,0,0,803,0,25,22
259,0,0,804,0,11,3
260,0,0,807,0,1,44
261,0,0,808,0,15,29
262,0,0,812,0,46,32
263,0,0,814,0,17,41
264,0,0,817,0,16,2
265,0,0,820,0,40,43
266,0,0,824,0,38,39
267,0,0,827,0,33,5
268,0,0,828,0,11,34
269,0,0,829,0,30,31
270,0,0,832,0,28,30
271,0,0,835,0,37,31
272,0,0,836,0,8,14
273,0,0,842,0,3,22
274,0,0,843,0,47,3
275,0,0,845,0,46,29
276,0,0,851,0,3,29
277,0,0,853,0,43,40
278,0,0,854,0,44,45
279,0,0,856,0,4,31
280,0,0,860,0,27,8
281,0,0,861,0,8,41
282,0,0,868,0,46,18
283,0,0,870,0,14,9
284,0,0,877,0,40,25
285,0,0,880,0,29,21
286,0,0,881,0,2,20
287,0,0,885,0,40,37
288,0,0,887,0,43,22
289,0,0,888,0,38,8
290,0,0,890,0,14,29
291,0,0,891,0,9,9
292,0,0,894,0,14,7
293,0,0,896,0,24,4
294,1,0,4,0,33,13
295,1,0,8,0,48,47
296,1,0,11,0,23,16
297,1,0,16,0,49,4
298,1,0,18,0,21,15
299,1,0,20,0,33,24
300,1,0,21,0,14,12
301,1,0,23,0,45,10
302,1,0,28,0,49,40
303,1,0,29,0,2,11
304,1,0,31,0,39,47
305,1,0,33,0,39,14
306,1,0,38,0,28,20
307,1,0,41,0,5,20
308,1,0,43,0,8,21
309,1,0,45,0,7,2
310,1,0,46,0,2,40
311,1,0,49,0,4,23
312,1,0,50,0,32,30
313,1,0,67,0,29,13
314,1,0,68,0,23,14
315,1,0,71,0,3,34
316,1,0,75,0,4,14
317,1,0,77,0,8,36
318,1,0,79,0,18,2
319,1,0,81,0,13,18
320,1,0,85,0,1,28
321,1,0,89,0,27,4
322,1,0,93,0,42,42
323,1,0,95,0,45,18
324,1,0,98,0,20,47
325,1,0,105,0,39,35
326,1,0,106,0,19,45
327,1,0,107,0,33,36
328,1,0,112,0,39,22
329,1,0,126,0,38,3
330,1,0,127,0,4,26
331,1,0,133,0,22,3
332,1,0,138,0,1,23
333,1,0,139,0,10,22
334,1,0,141,0,43,25
335,1,0,147,0,38,49
336,1,0,154,0,7,7
337,1,0,156,0,3,15
338,1,0,163,0,17,19
339,1,0,165,0,1,6
340,1,0,169,0,44,20
341,1,0,179,0,14,39
342,1,0,181,0,17,34
343,1,0,183,0,47,33
344,1,0,184,0,36,14
345,1,0,185,0,42,36
346,1,0,187,0,7,33
347,1,0,188,0,27,33
348,1,0,191,0,37,42
349,1,0,196,0,33,20
350,1,0,199,0,36,21
351,1,0,200,0,18,17
352,1,0,201,0,44,9
353,1,0,204,0,38,42
354,1,0,209,0,2,44
355,1,0,212,0,32,37
356,1,0,219,0,33,32
357,1,0,220,0,32,27
358,1,0,221,0,46,26
359,1,0,224,0,24,4
360,1,0,231,0,10,48
361,1,0,234,0,27,47
362,1,0,237,0,16,37
363,1,0,239,0,26,36
