LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,cost
1,0,0,1,0,41,9
2,0,0,3,0,14,17
3,0,0,7,0,46,44
4,0,0,10,0,44,4
5,0,0,19,0,34,32
6,0,0,22,0,23,30
7,0,0,25,0,44,7
8,0,0,26,0,2,3
9,0,0,28,0,28,47
10,0,0,29,0,36,13
11,0,0,33,0,9,19
12,0,0,35,0,43,16
13,0,0,36,0,16,36
14,0,0,38,0,16,36
15,0,0,39,0,13,21
16,1,0,2,0,26,5
17,1,0,3,0,24,27
18,1,0,4,0,29,21
19,1,0,5,0,34,22
20,1,0,6,0,26,24
21,1,0,9,0,15,36
22,1,0,12,0,40,27
23,1,0,13,0,31,30
24,1,0,15,0,44,1
25,1,0,16,0,42,14
26,1,0,18,0,11,13
27,1,0,20,0,3,49
28,1,0,21,0,3,19
29,1,0,22,0,27,43
30,1,0,23,0,39,26
31,1,0,24,0,28,40
32,1,0,26,0,34,5
33,1,0,27,0,48,45
34,1,0,33,0,15,1
35,1,0,35,0,30,2
36,1,0,37,0,34,44
37,1,0,38,0,31,45
38,2,0,3,0,8,43
39,2,0,5,0,33,33
40,2,0,6,0,26,49
41,2,0,7,0,46,13
42,2,0,9,0,45,11
43,2,0,10,0,22,16
44,2,0,11,0,26,1
45,2,0,12,0,15,42
46,2,0,17,0,5,11
47,2,0,18,0,28,26
48,2,0,19,0,30,37
49,2,0,22,0,38,18
50,2,0,27,0,8,6
51,2,0,31,0,33,11
52,2,0,32,0,47,20
53,2,0,36,0,30,27
54,2,0,37,0,49,37
55,2,0,39,0,41,13
56,3,0,5,0,35,48
57,3,0,6,0,21,24
58,3,0,8,0,12,5
59,3,0,9,0,23,20
60,3,0,12,0,40,33
61,3,0,14,0,29,26
62,3,0,15,0,33,4
63,3,0,17,0,48,29
64,3,0,19,0,13,28
65,3,0,23,0,21,42
66,3,0,24,0,1,41
67,3,0,27,0,36,18
68,3,0,30,0,42,16
69,3,0,31,0,3,18
70,3,0,35,0,7,21
71,3,0,39,0,36,44
72,4,0,7,0,15,37
73,4,0,8,0,36,9
74,4,0,9,0,18,5
75,4,0,11,0,26,46
76,4,0,12,0,14,45
77,4,0,15,0,1,3
78,4,0,18,0,22,45
79,4,0,26,0,21,33
80,4,0,29,0,2,26
81,4,0,30,0,38,7
82,4,0,31,0,33,34
83,4,0,36,0,15,27
84,5,0,9,0,36,26
85,5,0,10,0,28,21
86,5,0,12,0,23,18
87,5,0,14,0,16,19
88,5,0,16,0,10,15
89,5,0,17,0,45,25
90,5,0,18,0,28,11
91,5,0,23,0,26,9
92,5,0,27,0,48,6
93,5,0,30,0,6,13
94,5,0,35,0,2,9
95,5,0,36,0,9,36
96,6,0,10,0,28,20
97,6,0,12,0,16,41
98,6,0,15,0,41,19
99,6,0,16,0,1,39
100,6,0,18,0,12,28
101,6,0,21,0,24,39
102,6,0,23,0,29,39
103,6,0,25,0,40,8
104,6,0,27,0,16,30
105,6,0,28,0,47,20
106,6,0,30,0,41,31
107,6,0,31,0,37,30
108,6,0,32,0,44,20
109,6,0,34,0,14,26
110,6,0,35,0,21,35
111,6,0,37,0,12,26
112,6,0,39,0,22,29
113,7,0,8,0,12,20
114,7,0,10,0,23,39
115,7,0,11,0,49,29
116,7,0,14,0,10,14
117,7,0,15,0,18,16
118,7,0,17,0,23,5
119,7,0,20,0,28,19
120,7,0,25,0,30,12
121,7,0,26,0,16,41
122,7,0,27,0,15,38
123,7,0,30,0,1,29
124,7,0,31,0,42,33
125,7,0,32,0,8,20
126,7,0,35,0,10,33
127,7,0,37,0,1,20
128,7,0,39,0,41,9
129,8,0,9,0,15,39
130,8,0,13,0,32,12
131,8,0,15,0,5,30
132,8,0,20,0,34,34
133,8,0,21,0,24,20
134,8,0,22,0,22,47
135,8,0,23,0,28,25
136,8,0,24,0,32,25
137,8,0,28,0,8,30
138,8,0,30,0,17,4
139,9,0,12,0,12,45
140,9,0,13,0,24,22
141,9,0,14,0,18,43
142,9,0,18,0,30,46
143,9,0,19,0,15,37
144,9,0,21,0,4,19
145,9,0,22,0,28,19
146,9,0,30,0,39,40
147,9,0,31,0,25,26
148,9,0,36,0,41,20
149,9,0,37,0,21,2
150,9,0,38,0,49,2
151,10,0,12,0,22,18
152,10,0,14,0,49,4
153,10,0,15,0,47,25
154,10,0,18,0,49,24
155,10,0,22,0,34,47
156,10,0,23,0,42,32
157,10,0,28,0,25,15
158,10,0,30,0,27,31
159,10,0,31,0,24,16
160,10,0,32,0,24,4
161,10,0,35,0,45,26
162,10,0,37,0,3,46
163,10,0,38,0,41,4
164,11,0,13,0,39,7
165,11,0,17,0,40,1
166,11,0,18,0,36,49
167,11,0,23,0,45,13
168,11,0,27,0,14,6
169,11,0,28,0,31,10
170,11,0,29,0,35,32
171,11,0,31,0,13,29
172,12,0,13,0,42,29
173,12,0,15,0,6,34
174,12,0,16,0,6,41
175,12,0,19,0,49,30
176,12,0,20,0,4,1
177,12,0,22,0,18,10
178,12,0,25,0,30,32
179,12,0,27,0,47,33
180,12,0,31,0,41,31
181,12,0,33,0,7,37
182,12,0,35,0,29,36
183,12,0,36,0,46,10
184,12,0,37,0,3,21
185,12,0,38,0,16,41
186,13,0,14,0,27,28
187,13,0,15,0,32,23
188,13,0,21,0,7,37
189,13,0,25,0,8,23
190,13,0,26,0,32,9
191,13,0,33,0,20,21
192,13,0,37,0,16,17
193,13,0,39,0,8,23
194,14,0,15,0,4,7
195,14,0,18,0,7,9
196,14,0,23,0,7,10
197,14,0,24,0,4,22
198,14,0,26,0,25,4
199,14,0,29,0,9,9
200,14,0,38,0,20,21
201,14,0,39,0,10,38
202,15,0,16,0,45,14
203,15,0,17,0,19,14
204,15,0,19,0,27,25
205,15,0,22,0,14,29
206,15,0,24,0,35,6
207,15,0,30,0,47,48
208,15,0,31,0,33,33
209,15,0,34,0,20,33
210,15,0,36,0,41,30
211,16,0,17,0,49,9
212,16,0,18,0,28,48
213,16,0,20,0,46,5
214,16,0,23,0,32,9
215,16,0,25,0,43,28
216,16,0,27,0,27,34
217,16,0,29,0,4,43
218,16,0,35,0,16,47
219,17,0,19,0,7,5
220,17,0,20,0,40,28
221,17,0,23,0,9,48
222,17,0,24,0,27,30
223,17,0,25,0,34,26
224,17,0,31,0,29,26
225,17,0,32,0,10,38
226,17,0,33,0,48,43
227,17,0,36,0,14,26
228,17,0,38,0,13,35
229,18,0,19,0,9,28
230,18,0,24,0,41,27
231,18,0,25,0,15,6
232,18,0,26,0,20,26
233,18,0,29,0,16,1
234,18,0,30,0,1,19
235,18,0,33,0,2,5
236,18,0,35,0,1,2
237,18,0,36,0,12,37
238,19,0,24,0,12,22
239,19,0,27,0,3,1
240,19,0,30,0,47,21
241,19,0,32,0,17,41
242,20,0,22,0,3,24
243,20,0,23,0,16,1
244,20,0,25,0,11,4
245,20,0,32,0,45,3
246,20,0,35,0,11,11
247,20,0,39,0,33,26
248,21,0,22,0,28,16
249,21,0,25,0,8,9
250,21,0,27,0,34,17
251,21,0,28,0,23,20
252,21,0,29,0,9,12
253,21,0,31,0,3,38
254,21,0,32,0,13,10
255,21,0,33,0,15,18
256,22,0,24,0,32,17
257,22,0,25,0,12,11
258,22,0,27,0,15,36
259,22,0,33,0,16,40
260,22,0,36,0,28,2
261,23,0,25,0,30,33
262,23,0,30,0,15,1
263,23,0,32,0,42,14
264,23,0,33,0,34,44
265,23,0,34,0,41,49
266,23,0,35,0,21,7
267,23,0,37,0,33,9
268,23,0,38,0,29,17
269,23,0,39,0,16,48
270,24,0,26,0,3,22
271,24,0,28,0,33,30
272,24,0,31,0,26,32
273,24,0,35,0,41,14
274,24,0,36,0,7,19
275,24,0,38,0,36,10
276,25,0,26,0,48,19
277,25,0,27,0,40,12
278,25,0,29,0,22,4
279,25,0,30,0,22,24
280,25,0,32,0,11,44
281,25,0,34,0,29,12
282,25,0,36,0,29,42
283,25,0,37,0,24,33
284,26,0,28,0,2,31
285,26,0,36,0,1,40
286,26,0,39,0,6,37
287,27,0,28,0,25,40
288,27,0,29,0,19,35
289,27,0,30,0,9,26
290,27,0,31,0,39,29
291,27,0,32,0,9,7
292,27,0,35,0,21,9
293,28,0,30,0,14,6
294,28,0,31,0,23,38
295,28,0,37,0,46,32
296,29,0,35,0,27,49
297,29,0,36,0,27,11
298,29,0,38,0,8,10
299,30,0,31,0,28,10
300,30,0,35,0,1,20
301,30,0,36,0,46,38
302,31,0,32,0,32,4
303,31,0,34,0,16,25
304,31,0,35,0,8,19
305,31,0,37,0,47,9
306,31,0,38,0,23,18
307,31,0,39,0,30,23
308,32,0,35,0,16,48
309,32,0,37,0,35,34
310,32,0,38,0,9,26
311,33,0,37,0,35,44
312,33,0,38,0,16,44
313,33,0,39,0,43,24
314,34,0,35,0,28,8
315,34,0,38,0,17,21
316,35,0,36,0,30,11
317,35,0,37,0,33,22
318,35,0,38,0,30,23
319,36,0,39,0,44,33
320,37,0,38,0,40,33
321,38,0,39,0,22,15
