LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,cost
1,0,0,1,0,14,1
2,0,0,2,0,23,3
3,0,0,3,0,34,3
4,0,0,4,0,18,2
5,0,0,5,0,22,1
6,0,0,6,0,10,3
7,0,0,7,0,14,1
8,0,0,8,0,48,2
9,0,0,9,0,49,3
10,0,0,11,0,21,3
11,0,0,12,0,43,1
12,0,0,13,0,3,2
13,0,0,14,0,12,3
14,0,0,16,0,6,1
15,0,0,17,0,18,3
16,0,0,19,0,32,1
17,0,0,20,0,31,2
18,0,0,22,0,31,2
19,0,0,23,0,15,2
20,0,0,24,0,8,2
21,0,0,25,0,32,3
22,0,0,27,0,44,2
23,0,0,28,0,4,3
24,0,0,29,0,2,1
25,0,0,30,0,21,1
26,0,0,31,0,39,3
27,0,0,33,0,24,2
28,0,0,35,0,36,3
29,0,0,37,0,8,1
30,0,0,38,0,46,3
31,0,0,39,0,34,1
32,0,0,40,0,47,2
33,0,0,41,0,29,2
34,0,0,42,0,11,3
35,0,0,45,0,12,3
36,0,0,46,0,7,3
37,0,0,47,0,4,1
38,0,0,48,0,45,2
39,0,0,50,0,23,1
40,0,0,51,0,30,1
41,0,0,52,0,28,1
42,0,0,53,0,22,2
43,0,0,54,0,36,3
44,0,0,56,0,20,3
45,0,0,57,0,25,2
46,0,0,58,0,38,3
47,0,0,63,0,6,1
48,0,0,64,0,47,3
49,0,0,65,0,35,1
50,0,0,66,0,19,3
51,0,0,68,0,29,1
52,0,0,69,0,30,2
53,0,0,70,0,42,3
54,0,0,71,0,14,1
55,0,0,72,0,11,2
56,0,0,73,0,27,2
57,0,0,74,0,22,2
58,0,0,75,0,46,3
59,0,0,76,0,21,3
60,0,0,77,0,2,1
61,0,0,78,0,9,1
62,0,0,80,0,48,3
63,0,0,81,0,6,3
64,0,0,82,0,36,3
65,0,0,83,0,40,3
66,0,0,85,0,21,1
67,0,0,87,0,30,2
68,0,0,88,0,27,3
69,0,0,89,0,24,2
70,0,0,90,0,32,2
71,0,0,91,0,40,3
72,0,0,92,0,26,2
73,0,0,93,0,37,1
74,0,0,95,0,4,2
75,0,0,96,0,7,2
76,0,0,97,0,30,2
77,1,0,3,0,43,3
78,1,0,4,0,28,2
79,1,0,5,0,14,1
80,1,0,6,0,9,3
81,1,0,8,0,47,1
82,1,0,9,0,33,3
83,1,0,10,0,37,3
84,1,0,11,0,33,3
85,1,0,12,0,26,1
86,1,0,13,0,23,2
87,1,0,14,0,20,2
88,1,0,15,0,15,3
89,1,0,16,0,2,2
90,1,0,17,0,18,3
91,1,0,18,0,39,2
92,1,0,19,0,31,1
93,1,0,21,0,34,3
94,1,0,22,0,20,3
95,1,0,23,0,38,2
96,1,0,24,0,1,1
97,1,0,25,0,18,2
98,1,0,26,0,49,1
99,1,0,27,0,18,1
100,1,0,28,0,27,1
101,1,0,31,0,32,3
102,1,0,32,0,19,3
103,1,0,33,0,18,3
104,1,0,37,0,38,2
105,1,0,39,0,9,2
106,1,0,41,0,8,3
107,1,0,42,0,33,1
108,1,0,43,0,29,1
109,1,0,44,0,38,2
110,1,0,46,0,48,2
111,1,0,48,0,37,3
112,1,0,49,0,12,3
113,1,0,50,0,30,1
114,1,0,51,0,43,3
115,1,0,52,0,4,3
116,1,0,53,0,39,3
117,1,0,54,0,5,3
118,1,0,55,0,27,2
119,1,0,56,0,25,3
120,1,0,57,0,6,2
121,1,0,58,0,4,2
122,1,0,60,0,43,1
123,1,0,62,0,40,2
124,1,0,63,0,39,3
125,1,0,64,0,20,1
126,1,0,65,0,41,2
127,1,0,67,0,20,1
128,1,0,69,0,23,2
129,1,0,71,0,8,3
130,1,0,72,0,42,3
131,1,0,73,0,4,1
132,1,0,75,0,1,2
133,1,0,76,0,21,2
134,1,0,77,0,49,2
135,1,0,78,0,41,2
136,1,0,80,0,41,2
137,1,0,82,0,11,1
138,1,0,83,0,49,1
139,1,0,84,0,45,2
140,1,0,85,0,38,2
141,1,0,86,0,11,1
142,1,0,87,0,49,1
143,1,0,88,0,16,1
144,1,0,89,0,10,2
145,1,0,90,0,30,3
146,1,0,91,0,45,2
147,1,0,92,0,22,1
148,1,0,93,0,1,3
149,1,0,95,0,11,3
150,1,0,96,0,20,3
151,1,0,97,0,44,3
152,2,0,3,0,30,1
153,2,0,4,0,26,1
154,2,0,5,0,9,3
155,2,0,6,0,4,2
156,2,0,7,0,39,2
157,2,0,9,0,19,2
158,2,0,10,0,49,1
159,2,0,11,0,36,2
160,2,0,13,0,41,1
161,2,0,15,0,11,3
162,2,0,16,0,43,3
163,2,0,18,0,40,2
164,2,0,20,0,44,2
165,2,0,21,0,23,1
166,2,0,24,0,6,3
167,2,0,25,0,23,1
168,2,0,26,0,48,2
169,2,0,27,0,28,2
170,2,0,29,0,34,3
171,2,0,30,0,9,3
172,2,0,31,0,8,3
173,2,0,32,0,28,3
174,2,0,34,0,9,2
175,2,0,36,0,13,1
176,2,0,40,0,12,1
177,2,0,43,0,20,2
178,2,0,44,0,23,1
179,2,0,45,0,6,2
180,2,0,47,0,2,1
181,2,0,48,0,31,1
182,2,0,49,0,22,1
183,2,0,51,0,7,1
184,2,0,52,0,7,3
185,2,0,53,0,45,3
186,2,0,54,0,3,1
187,2,0,55,0,31,3
188,2,0,56,0,36,1
189,2,0,57,0,20,1
190,2,0,58,0,47,2
191,2,0,60,0,2,3
192,2,0,61,0,20,2
193,2,0,62,0,41,2
194,2,0,63,0,19,2
195,2,0,64,0,48,2
196,2,0,65,0,41,1
197,2,0,66,0,49,2
198,2,0,67,0,47,3
199,2,0,68,0,28,1
200,2,0,69,0,44,3
201,2,0,70,0,35,2
