LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,cost
1,0,0,1,0,7,16
2,0,0,2,0,17,18
3,0,0,3,0,13,7
4,0,0,14,0,27,9
5,0,0,25,0,34,36
6,0,0,36,0,13,4
7,1,0,8,0,35,20
8,1,0,11,0,21,43
9,1,0,15,0,13,20
10,1,0,30,0,35,31
11,1,0,32,0,28,46
12,2,0,4,0,41,37
13,2,0,6,0,35,39
14,2,0,22,0,38,20
15,3,0,5,0,43,49
16,3,0,7,0,13,27
17,3,0,9,0,45,7
18,3,0,14,0,10,44
19,3,0,26,0,31,26
20,4,0,10,0,22,42
21,4,0,21,0,10,39
22,5,0,13,0,41,12
23,5,0,18,0,26,11
24,5,0,19,0,44,25
25,5,0,23,0,7,14
26,7,0,14,0,13,43
27,8,0,29,0,44,16
28,8,0,38,0,36,32
29,9,0,12,0,12,12
30,9,0,20,0,21,39
31,9,0,24,0,46,19
32,9,0,32,0,13,48
33,9,0,35,0,24,28
34,11,0,16,0,30,18
35,11,0,29,0,16,15
36,11,0,30,0,31,1
37,12,0,36,0,37,45
38,13,0,17,0,6,16
39,13,0,22,0,37,38
40,13,0,27,0,7,31
41,13,0,34,0,2,48
42,13,0,37,0,12,11
43,14,0,19,0,22,8
44,14,0,26,0,31,41
45,14,0,27,0,41,32
46,14,0,30,0,37,3
47,14,0,31,0,26,32
48,16,0,33,0,36,1
49,17,0,24,0,12,14
50,17,0,26,0,4,39
51,17,0,31,0,29,29
52,18,0,30,0,43,24
53,18,0,39,0,20,22
54,19,0,20,0,31,1
55,19,0,30,0,10,49
56,20,0,30,0,28,2
57,21,0,24,0,45,36
58,21,0,33,0,8,19
59,21,0,38,0,41,12
60,22,0,28,0,28,21
61,22,0,37,0,30,42
62,23,0,26,0,47,43
63,25,0,30,0,46,20
64,25,0,39,0,6,37
65,31,0,35,0,15,26
66,31,0,36,0,7,6
67,31,0,37,0,27,22
68,32,0,37,0,9,12
69,33,0,35,0,26,29
