LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,linkCost
0,0,0,1,0,100,999
1,0,0,2,0,100,999
2,0,0,3,0,100,999
3,0,0,4,0,100,999
4,0,0,5,0,100,999
5,0,0,6,0,100,999
6,0,0,7,0,100,999
7,0,0,8,0,100,999
8,0,0,9,0,100,999
9,0,0,10,0,100,999
10,0,0,11,0,100,999
11,0,0,12,0,100,999
12,0,0,13,0,100,999
13,0,0,14,0,100,999
14,0,0,15,0,100,999
15,0,0,16,0,100,999
16,0,0,17,0,100,999
17,0,0,18,0,100,999
18,0,0,19,0,100,999
19,0,0,20,0,100,999
20,0,0,21,0,100,999
21,0,0,22,0,100,999
22,0,0,23,0,100,999
23,0,0,24,0,100,999
24,0,0,25,0,100,999
25,0,0,26,0,100,999
26,0,0,27,0,100,999
27,0,0,28,0,100,999
28,0,0,29,0,100,999
29,0,0,30,0,100,999
30,1,0,2,0,23,2
31,1,0,31,0,21,2
32,2,0,3,0,6,1
33,2,0,1,0,14,2
34,2,0,32,0,35,2
35,3,0,4,0,2,2
36,3,0,2,0,43,1
37,3,0,33,0,32,2
38,4,0,5,0,15,1
39,4,0,3,0,27,2
40,4,0,34,0,1,2
41,5,0,6,0,46,1
42,5,0,4,0,32,1
43,5,0,35,0,18,2
44,6,0,7,0,17,2
45,6,0,5,0,3,2
46,6,0,36,0,11,2
47,7,0,8,0,15,1
48,7,0,6,0,37,1
49,7,0,37,0,38,2
50,8,0,9,0,27,2
51,8,0,7,0,7,2
52,8,0,38,0,42,2
53,9,0,10,0,37,2
54,9,0,8,0,16,1
55,9,0,39,0,13,2
56,10,0,11,0,17,2
57,10,0,9,0,47,2
58,10,0,40,0,7,2
59,11,0,12,0,12,1
60,11,0,10,0,31,2
61,11,0,41,0,11,2
62,12,0,13,0,4,2
63,12,0,11,0,24,1
64,12,0,42,0,33,2
65,13,0,14,0,20,1
66,13,0,12,0,34,2
67,13,0,43,0,29,2
68,14,0,15,0,27,2
69,14,0,13,0,36,2
70,14,0,44,0,38,2
71,15,0,16,0,42,2
72,15,0,14,0,36,2
73,15,0,45,0,6,2
74,16,0,17,0,45,2
75,16,0,15,0,4,1
76,16,0,46,0,37,2
77,17,0,18,0,20,2
78,17,0,16,0,48,2
79,17,0,47,0,37,2
80,18,0,19,0,39,2
81,18,0,17,0,5,1
82,18,0,48,0,44,2
83,19,0,20,0,6,2
84,19,0,18,0,25,2
85,19,0,49,0,48,2
86,20,0,21,0,12,2
87,20,0,19,0,34,2
88,20,0,50,0,49,2
89,21,0,22,0,15,1
90,21,0,20,0,37,2
91,21,0,51,0,20,2
92,22,0,23,0,36,2
93,22,0,21,0,1,2
94,22,0,52,0,30,2
95,23,0,24,0,15,1
96,23,0,22,0,46,2
97,23,0,53,0,48,2
98,24,0,25,0,11,1
99,24,0,23,0,20,1
100,24,0,54,0,36,2
101,25,0,26,0,38,2
102,25,0,24,0,31,2
103,25,0,55,0,16,2
104,26,0,27,0,40,1
105,26,0,25,0,13,2
106,26,0,56,0,1,2
107,27,0,28,0,39,1
108,27,0,26,0,41,1
109,27,0,57,0,20,2
110,28,0,29,0,49,1
111,28,0,27,0,43,2
112,28,0,58,0,23,2
113,29,0,30,0,10,2
114,29,0,28,0,9,2
115,29,0,59,0,40,2
116,30,0,29,0,49,2
117,30,0,60,0,44,2
118,31,0,32,0,38,1
119,31,0,61,0,38,2
120,31,0,1,0,42,2
121,32,0,33,0,34,1
122,32,0,31,0,49,2
123,32,0,62,0,31,2
124,32,0,2,0,16,2
125,33,0,34,0,20,2
126,33,0,32,0,15,2
127,33,0,63,0,6,2
128,33,0,3,0,30,1
129,34,0,35,0,10,1
130,34,0,33,0,8,2
131,34,0,64,0,18,2
132,34,0,4,0,34,2
133,35,0,36,0,11,2
134,35,0,34,0,25,2
135,35,0,65,0,47,2
136,35,0,5,0,47,2
137,36,0,37,0,18,2
138,36,0,35,0,18,2
139,36,0,66,0,14,2
140,36,0,6,0,11,2
141,37,0,38,0,8,2
142,37,0,36,0,3,1
143,37,0,67,0,11,2
144,37,0,7,0,37,2
145,38,0,39,0,4,2
146,38,0,37,0,6,2
147,38,0,68,0,39,2
148,38,0,8,0,37,1
149,39,0,40,0,34,2
150,39,0,38,0,43,2
151,39,0,69,0,28,2
152,39,0,9,0,38,2
153,40,0,41,0,40,2
154,40,0,39,0,4,1
155,40,0,70,0,17,2
156,40,0,10,0,18,1
157,41,0,42,0,15,2
158,41,0,40,0,21,2
159,41,0,71,0,38,2
160,41,0,11,0,8,2
161,42,0,43,0,11,2
162,42,0,41,0,24,2
163,42,0,72,0,8,2
164,42,0,12,0,38,2
165,43,0,44,0,32,2
166,43,0,42,0,27,2
167,43,0,73,0,45,2
168,43,0,13,0,17,2
169,44,0,45,0,2,2
170,44,0,43,0,16,1
171,44,0,74,0,8,2
172,44,0,14,0,38,1
173,45,0,46,0,9,2
174,45,0,44,0,41,2
