LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,cost
1,0,0,1,0,22,2
2,0,0,2,0,24,3
3,0,0,3,0,35,1
4,0,0,4,0,12,3
5,0,0,6,0,5,3
6,0,0,8,0,35,1
7,0,0,9,0,11,1
8,0,0,12,0,35,3
9,0,0,14,0,23,1
10,0,0,16,0,18,2
11,0,0,17,0,23,2
12,0,0,18,0,23,2
13,0,0,19,0,8,3
14,0,0,20,0,6,1
15,0,0,22,0,4,3
16,0,0,23,0,41,3
17,0,0,24,0,4,2
18,0,0,25,0,41,2
19,0,0,27,0,10,2
20,0,0,28,0,28,1
21,0,0,29,0,38,2
22,0,0,30,0,15,2
23,0,0,32,0,9,1
24,0,0,33,0,20,2
25,0,0,34,0,20,2
26,0,0,35,0,8,3
27,1,0,2,0,23,3
28,1,0,3,0,11,3
29,1,0,4,0,12,2
30,1,0,6,0,16,1
31,1,0,10,0,4,1
32,1,0,11,0,36,1
33,1,0,12,0,34,1
34,1,0,14,0,2,3
35,1,0,17,0,42,1
36,1,0,18,0,23,2
37,1,0,19,0,14,2
38,1,0,21,0,17,2
39,1,0,25,0,24,3
40,1,0,26,0,14,2
41,1,0,27,0,27,3
42,1,0,28,0,48,3
43,1,0,32,0,33,2
44,1,0,35,0,7,2
45,1,0,36,0,3,2
46,2,0,3,0,19,3
47,2,0,5,0,4,2
48,2,0,6,0,12,1
49,2,0,7,0,3,1
50,2,0,10,0,32,1
51,2,0,14,0,35,3
52,2,0,17,0,35,1
53,2,0,19,0,21,3
54,2,0,23,0,21,1
55,2,0,24,0,47,3
56,2,0,25,0,32,2
57,2,0,29,0,35,1
58,2,0,31,0,38,1
59,2,0,33,0,46,1
60,2,0,34,0,45,1
61,2,0,35,0,27,2
62,3,0,4,0,1,2
63,3,0,5,0,28,3
64,3,0,6,0,12,2
65,3,0,12,0,7,3
66,3,0,15,0,18,3
67,3,0,16,0,9,2
68,3,0,19,0,6,2
69,3,0,20,0,8,3
70,3,0,22,0,44,2
71,3,0,24,0,5,3
72,3,0,26,0,19,3
73,3,0,30,0,9,2
74,3,0,32,0,22,1
75,3,0,33,0,10,1
76,3,0,34,0,15,2
77,3,0,35,0,36,1
78,4,0,6,0,10,1
79,4,0,7,0,48,3
80,4,0,11,0,5,1
81,4,0,12,0,14,1
82,4,0,13,0,14,1
83,4,0,14,0,48,1
84,4,0,16,0,5,1
85,4,0,18,0,9,3
86,4,0,21,0,32,1
87,4,0,22,0,25,2
88,4,0,23,0,16,1
89,4,0,25,0,44,1
90,4,0,26,0,9,2
91,4,0,27,0,40,2
92,4,0,31,0,8,1
93,4,0,32,0,1,3
94,4,0,33,0,17,1
95,5,0,6,0,46,3
96,5,0,9,0,35,2
97,5,0,13,0,27,3
98,5,0,14,0,6,2
99,5,0,15,0,17,1
100,5,0,17,0,3,2
101,5,0,21,0,30,2
102,5,0,25,0,24,1
103,5,0,27,0,35,2
104,5,0,28,0,17,3
105,5,0,30,0,20,3
106,5,0,31,0,4,3
107,5,0,34,0,21,1
108,5,0,36,0,5,1
109,6,0,7,0,33,3
110,6,0,8,0,11,3
111,6,0,11,0,24,1
