LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,linkCost
0,0,0,1,0,100,999
1,0,0,2,0,100,999
2,0,0,3,0,100,999
3,0,0,4,0,100,999
4,0,0,5,0,100,999
5,0,0,6,0,100,999
6,0,0,7,0,100,999
7,0,0,8,0,100,999
8,0,0,9,0,100,999
9,0,0,10,0,100,999
10,0,0,11,0,100,999
11,0,0,12,0,100,999
12,0,0,13,0,100,999
13,0,0,14,0,100,999
14,0,0,15,0,100,999
15,0,0,16,0,100,999
16,0,0,17,0,100,999
17,0,0,18,0,100,999
18,0,0,19,0,100,999
19,0,0,20,0,100,999
20,1,0,2,0,28,1
21,1,0,21,0,20,1
22,2,0,3,0,8,1
23,2,0,1,0,44,1
24,2,0,22,0,37,1
25,3,0,4,0,8,1
26,3,0,2,0,13,1
27,3,0,23,0,18,1
28,4,0,5,0,37,1
29,4,0,3,0,32,1
30,4,0,24,0,20,1
31,5,0,6,0,25,1
32,5,0,4,0,41,1
33,5,0,25,0,12,1
34,6,0,7,0,23,1
35,6,0,5,0,18,1
36,6,0,26,0,8,1
37,7,0,8,0,27,1
38,7,0,6,0,37,1
39,7,0,27,0,16,1
40,8,0,9,0,5,1
41,8,0,7,0,33,1
42,8,0,28,0,17,1
43,9,0,10,0,17,1
44,9,0,8,0,18,1
45,9,0,29,0,37,1
46,10,0,11,0,48,1
47,10,0,9,0,36,1
48,10,0,30,0,30,1
49,11,0,12,0,39,1
50,11,0,10,0,13,1
51,11,0,31,0,9,1
52,12,0,13,0,10,1
53,12,0,11,0,20,1
54,12,0,32,0,49,1
55,13,0,14,0,38,1
56,13,0,12,0,5,1
57,13,0,33,0,46,1
58,14,0,15,0,49,1
59,14,0,13,0,23,1
60,14,0,34,0,11,1
61,15,0,16,0,46,1
62,15,0,14,0,17,1
63,15,0,35,0,27,1
64,16,0,17,0,36,1
65,16,0,15,0,9,1
66,16,0,36,0,33,1
67,17,0,18,0,4,1
68,17,0,16,0,22,1
69,17,0,37,0,26,1
70,18,0,19,0,27,1
71,18,0,17,0,1,1
72,18,0,38,0,46,1
73,19,0,20,0,40,1
74,19,0,18,0,22,1
75,19,0,39,0,35,1
76,20,0,19,0,1,1
77,20,0,40,0,9,1
78,21,0,22,0,17,1
79,21,0,41,0,33,1
80,21,0,1,0,22,1
81,22,0,23,0,31,1
82,22,0,21,0,44,1
83,22,0,42,0,4,1
84,22,0,2,0,32,1
85,23,0,24,0,9,1
86,23,0,22,0,23,1
87,23,0,43,0,15,1
88,23,0,3,0,8,1
89,24,0,25,0,47,1
90,24,0,23,0,44,1
91,24,0,44,0,48,1
92,24,0,4,0,32,1
93,25,0,26,0,7,1
94,25,0,24,0,2,1
95,25,0,45,0,49,1
96,25,0,5,0,13,1
97,26,0,27,0,25,1
98,26,0,25,0,19,1
99,26,0,46,0,30,1
100,26,0,6,0,9,1
101,27,0,28,0,4,1
102,27,0,26,0,44,1
103,27,0,47,0,44,1
104,27,0,7,0,28,1
105,28,0,29,0,9,1
106,28,0,27,0,16,1
107,28,0,48,0,34,1
108,28,0,8,0,38,1
109,29,0,30,0,17,1
110,29,0,28,0,33,1
111,29,0,49,0,21,1
112,29,0,9,0,17,1
113,30,0,31,0,48,1
114,30,0,29,0,30,1
115,30,0,50,0,23,1
116,30,0,10,0,22,1
117,31,0,32,0,3,1
118,31,0,30,0,11,1
119,31,0,51,0,11,1
120,31,0,11,0,46,1
121,32,0,33,0,34,1
122,32,0,31,0,8,1
123,32,0,52,0,16,1
124,32,0,12,0,3,1
125,33,0,34,0,34,1
126,33,0,32,0,30,1
127,33,0,53,0,29,1
128,33,0,13,0,42,1
129,34,0,35,0,12,1
130,34,0,33,0,45,1
131,34,0,54,0,48,1
132,34,0,14,0,19,1
133,35,0,36,0,31,1
134,35,0,34,0,45,1
135,35,0,55,0,21,1
136,35,0,15,0,12,1
137,36,0,37,0,19,1
138,36,0,35,0,31,1
139,36,0,56,0,12,1
140,36,0,16,0,15,1
141,37,0,38,0,2,1
142,37,0,36,0,37,1
143,37,0,57,0,6,1
144,37,0,17,0,48,1
145,38,0,39,0,41,1
146,38,0,37,0,6,1
147,38,0,58,0,34,1
148,38,0,18,0,1,1
149,39,0,40,0,25,1
150,39,0,38,0,42,1
151,39,0,59,0,22,1
152,39,0,19,0,30,1
153,40,0,39,0,15,1
154,40,0,60,0,35,1
155,40,0,20,0,14,1
156,41,0,42,0,13,1
157,41,0,61,0,47,1
158,41,0,21,0,12,1
159,42,0,43,0,42,1
160,42,0,41,0,2,1
161,42,0,62,0,24,1
162,42,0,22,0,19,1
163,43,0,44,0,3,1
164,43,0,42,0,44,1
165,43,0,63,0,48,1
166,43,0,23,0,10,1
167,44,0,45,0,21,1
168,44,0,43,0,34,1
169,44,0,64,0,44,1
170,44,0,24,0,43,1
171,45,0,46,0,45,1
172,45,0,44,0,7,1
173,45,0,65,0,30,1
174,45,0,25,0,24,1
