LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,linkCost
0,0,0,1,0,100,999
1,0,0,2,0,100,999
2,0,0,3,0,100,999
3,0,0,4,0,100,999
4,0,0,5,0,100,999
5,0,0,6,0,100,999
6,0,0,7,0,100,999
7,0,0,8,0,100,999
8,0,0,9,0,100,999
9,0,0,10,0,100,999
10,1,0,2,0,29,2
11,1,0,11,0,49,2
12,2,0,3,0,24,1
13,2,0,1,0,48,1
14,2,0,12,0,38,3
15,3,0,4,0,36,1
16,3,0,2,0,21,1
17,3,0,13,0,2,2
18,4,0,5,0,31,2
19,4,0,3,0,29,1
20,4,0,14,0,24,2
21,5,0,6,0,47,1
22,5,0,4,0,1,2
23,5,0,15,0,41,3
24,6,0,7,0,16,1
25,6,0,5,0,5,2
26,6,0,16,0,23,2
27,7,0,8,0,14,1
28,7,0,6,0,27,2
29,7,0,17,0,9,2
30,8,0,9,0,16,2
31,8,0,7,0,23,2
32,8,0,18,0,3,2
33,9,0,10,0,25,2
34,9,0,8,0,22,1
35,9,0,19,0,49,2
36,10,0,9,0,45,1
37,10,0,20,0,5,3
38,11,0,12,0,20,2
39,11,0,21,0,39,3
40,11,0,1,0,7,2
41,12,0,13,0,30,2
42,12,0,11,0,29,2
43,12,0,22,0,24,3
44,12,0,2,0,31,1
45,13,0,14,0,25,1
46,13,0,12,0,40,1
47,13,0,23,0,11,2
48,13,0,3,0,13,1
49,14,0,15,0,40,2
50,14,0,13,0,9,1
51,14,0,24,0,35,2
52,14,0,4,0,33,2
53,15,0,16,0,12,2
54,15,0,14,0,16,2
55,15,0,25,0,12,2
56,15,0,5,0,22,2
57,16,0,17,0,49,1
58,16,0,15,0,20,2
59,16,0,26,0,44,2
60,16,0,6,0,32,1
61,17,0,18,0,1,1
62,17,0,16,0,18,2
63,17,0,27,0,18,3
64,17,0,7,0,45,2
65,18,0,19,0,34,1
66,18,0,17,0,16,1
67,18,0,28,0,46,3
68,18,0,8,0,28,1
69,19,0,20,0,16,1
70,19,0,18,0,8,2
71,19,0,29,0,29,2
72,19,0,9,0,17,1
73,20,0,19,0,2,2
74,20,0,30,0,37,3
75,20,0,10,0,22,2
76,21,0,22,0,3,2
77,21,0,31,0,23,3
78,21,0,11,0,3,1
79,22,0,23,0,36,1
80,22,0,21,0,40,2
81,22,0,32,0,37,2
82,22,0,12,0,30,2
83,23,0,24,0,6,2
84,23,0,22,0,41,1
85,23,0,33,0,35,2
86,23,0,13,0,26,2
87,24,0,25,0,14,2
88,24,0,23,0,7,1
89,24,0,34,0,46,3
90,24,0,14,0,14,2
91,25,0,26,0,35,1
92,25,0,24,0,21,2
93,25,0,35,0,27,3
94,25,0,15,0,14,1
95,26,0,27,0,17,1
96,26,0,25,0,47,1
97,26,0,36,0,28,2
98,26,0,16,0,9,1
99,27,0,28,0,23,2
100,27,0,26,0,13,2
101,27,0,37,0,5,3
102,27,0,17,0,10,1
103,28,0,29,0,49,1
104,28,0,27,0,8,1
105,28,0,38,0,8,3
106,28,0,18,0,23,2
107,29,0,30,0,3,1
108,29,0,28,0,5,1
109,29,0,39,0,28,3
110,29,0,19,0,16,2
111,30,0,29,0,26,2
112,30,0,40,0,5,3
113,30,0,20,0,1,1
114,31,0,32,0,3,1
115,31,0,41,0,42,3
116,31,0,21,0,29,2
117,32,0,33,0,41,1
118,32,0,31,0,25,1
119,32,0,42,0,19,2
120,32,0,22,0,3,2
121,33,0,34,0,25,1
122,33,0,32,0,30,2
123,33,0,43,0,2,3
124,33,0,23,0,17,2
125,34,0,35,0,11,1
126,34,0,33,0,20,2
127,34,0,44,0,48,3
128,34,0,24,0,31,1
129,35,0,36,0,2,2
130,35,0,34,0,43,1
131,35,0,45,0,38,2
132,35,0,25,0,5,1
133,36,0,37,0,12,2
134,36,0,35,0,43,2
135,36,0,46,0,46,3
136,36,0,26,0,11,2
137,37,0,38,0,11,2
138,37,0,36,0,8,1
139,37,0,47,0,8,2
140,37,0,27,0,21,2
141,38,0,39,0,34,1
142,38,0,37,0,39,1
143,38,0,48,0,21,2
144,38,0,28,0,29,1
145,39,0,40,0,20,1
146,39,0,38,0,43,1
147,39,0,49,0,31,3
148,39,0,29,0,24,2
149,40,0,39,0,23,1
150,40,0,50,0,23,3
151,40,0,30,0,47,1
152,41,0,42,0,21,2
153,41,0,51,0,32,2
154,41,0,31,0,20,2
155,42,0,43,0,35,2
156,42,0,41,0,15,2
157,42,0,52,0,48,2
158,42,0,32,0,9,1
159,43,0,44,0,10,2
160,43,0,42,0,49,2
161,43,0,53,0,48,2
162,43,0,33,0,5,1
163,44,0,45,0,19,1
164,44,0,43,0,4,1
165,44,0,54,0,14,2
166,44,0,34,0,21,1
167,45,0,46,0,6,2
168,45,0,44,0,40,2
169,45,0,55,0,49,2
170,45,0,35,0,15,1
171,46,0,47,0,48,1
172,46,0,45,0,9,1
173,46,0,56,0,26,2
174,46,0,36,0,20,1
