LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,linkCost
0,0,0,1,0,100,999
1,0,0,2,0,100,999
2,0,0,3,0,100,999
3,0,0,4,0,100,999
4,0,0,5,0,100,999
5,0,0,6,0,100,999
6,0,0,7,0,100,999
7,0,0,8,0,100,999
8,0,0,9,0,100,999
9,0,0,10,0,100,999
10,0,0,11,0,100,999
11,0,0,12,0,100,999
12,0,0,13,0,100,999
13,0,0,14,0,100,999
14,0,0,15,0,100,999
15,0,0,16,0,100,999
16,0,0,17,0,100,999
17,0,0,18,0,100,999
18,0,0,19,0,100,999
19,0,0,20,0,100,999
20,0,0,21,0,100,999
21,0,0,22,0,100,999
22,0,0,23,0,100,999
23,0,0,24,0,100,999
24,0,0,25,0,100,999
25,0,0,26,0,100,999
26,0,0,27,0,100,999
27,0,0,28,0,100,999
28,0,0,29,0,100,999
29,0,0,30,0,100,999
30,1,0,2,0,34,1
31,1,0,31,0,21,2
32,2,0,3,0,13,1
33,2,0,1,0,45,2
34,2,0,32,0,37,3
35,3,0,4,0,34,2
36,3,0,2,0,5,1
37,3,0,33,0,6,2
38,4,0,5,0,43,2
39,4,0,3,0,5,2
40,4,0,34,0,48,3
41,5,0,6,0,16,1
42,5,0,4,0,38,1
43,5,0,35,0,9,2
44,6,0,7,0,17,2
45,6,0,5,0,37,2
46,6,0,36,0,14,3
47,7,0,8,0,12,2
48,7,0,6,0,23,2
49,7,0,37,0,10,2
50,8,0,9,0,23,2
51,8,0,7,0,33,1
52,8,0,38,0,10,3
53,9,0,10,0,35,2
54,9,0,8,0,20,2
55,9,0,39,0,29,3
56,10,0,11,0,21,2
57,10,0,9,0,34,2
58,10,0,40,0,19,2
59,11,0,12,0,30,1
60,11,0,10,0,37,1
61,11,0,41,0,11,3
62,12,0,13,0,14,1
63,12,0,11,0,43,2
64,12,0,42,0,39,2
65,13,0,14,0,5,2
66,13,0,12,0,14,1
67,13,0,43,0,41,3
68,14,0,15,0,35,1
69,14,0,13,0,40,1
70,14,0,44,0,6,3
71,15,0,16,0,14,2
72,15,0,14,0,1,1
73,15,0,45,0,33,3
74,16,0,17,0,32,1
75,16,0,15,0,36,1
76,16,0,46,0,45,3
77,17,0,18,0,18,2
78,17,0,16,0,16,1
79,17,0,47,0,3,2
80,18,0,19,0,20,2
81,18,0,17,0,13,2
82,18,0,48,0,46,3
83,19,0,20,0,1,1
84,19,0,18,0,8,2
85,19,0,49,0,44,2
86,20,0,21,0,29,1
87,20,0,19,0,1,1
88,20,0,50,0,45,2
89,21,0,22,0,13,2
90,21,0,20,0,48,1
91,21,0,51,0,22,2
92,22,0,23,0,34,1
93,22,0,21,0,16,2
94,22,0,52,0,11,2
95,23,0,24,0,7,1
96,23,0,22,0,9,2
97,23,0,53,0,25,3
98,24,0,25,0,49,1
99,24,0,23,0,1,2
100,24,0,54,0,10,2
101,25,0,26,0,8,2
102,25,0,24,0,28,1
103,25,0,55,0,47,3
104,26,0,27,0,45,1
105,26,0,25,0,22,1
106,26,0,56,0,48,2
107,27,0,28,0,9,2
108,27,0,26,0,18,1
109,27,0,57,0,39,2
110,28,0,29,0,35,1
111,28,0,27,0,9,2
112,28,0,58,0,20,3
113,29,0,30,0,11,2
114,29,0,28,0,20,2
115,29,0,59,0,25,3
116,30,0,29,0,48,2
117,30,0,60,0,48,3
118,31,0,32,0,13,2
119,31,0,61,0,6,3
120,31,0,1,0,33,1
121,32,0,33,0,10,2
122,32,0,31,0,28,2
123,32,0,62,0,18,2
124,32,0,2,0,32,2
125,33,0,34,0,44,1
126,33,0,32,0,20,1
127,33,0,63,0,11,3
128,33,0,3,0,26,2
129,34,0,35,0,6,1
130,34,0,33,0,10,2
131,34,0,64,0,4,2
132,34,0,4,0,44,1
133,35,0,36,0,14,2
134,35,0,34,0,49,1
135,35,0,65,0,23,3
136,35,0,5,0,14,2
137,36,0,37,0,45,1
138,36,0,35,0,23,2
139,36,0,66,0,5,3
140,36,0,6,0,3,2
141,37,0,38,0,16,2
142,37,0,36,0,1,1
143,37,0,67,0,44,3
144,37,0,7,0,21,1
145,38,0,39,0,7,1
146,38,0,37,0,30,2
147,38,0,68,0,32,3
148,38,0,8,0,23,1
149,39,0,40,0,21,2
150,39,0,38,0,1,1
151,39,0,69,0,48,2
152,39,0,9,0,47,2
153,40,0,41,0,46,1
154,40,0,39,0,37,2
155,40,0,70,0,15,3
156,40,0,10,0,22,2
157,41,0,42,0,40,1
158,41,0,40,0,43,2
159,41,0,71,0,8,3
160,41,0,11,0,34,1
161,42,0,43,0,35,2
162,42,0,41,0,17,1
163,42,0,72,0,6,3
164,42,0,12,0,29,1
165,43,0,44,0,5,2
166,43,0,42,0,31,2
167,43,0,73,0,6,2
168,43,0,13,0,5,1
169,44,0,45,0,17,2
170,44,0,43,0,42,1
171,44,0,74,0,38,3
172,44,0,14,0,41,2
173,45,0,46,0,32,2
174,45,0,44,0,29,1
