LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,linkCost
0,0,0,1,0,100,999
1,0,0,2,0,100,999
2,0,0,3,0,100,999
3,0,0,4,0,100,999
4,0,0,5,0,100,999
5,0,0,6,0,100,999
6,0,0,7,0,100,999
7,0,0,8,0,100,999
8,0,0,9,0,100,999
9,0,0,10,0,100,999
10,1,0,2,0,28,1
11,1,0,11,0,23,1
12,2,0,3,0,1,1
13,2,0,1,0,8,1
14,2,0,12,0,29,1
15,3,0,4,0,23,1
16,3,0,2,0,23,1
17,3,0,13,0,43,1
18,4,0,5,0,41,1
19,4,0,3,0,34,1
20,4,0,14,0,5,1
21,5,0,6,0,3,1
22,5,0,4,0,46,1
23,5,0,15,0,24,1
24,6,0,7,0,8,1
25,6,0,5,0,12,1
26,6,0,16,0,22,1
27,7,0,8,0,18,1
28,7,0,6,0,1,1
29,7,0,17,0,5,1
30,8,0,9,0,2,1
31,8,0,7,0,30,1
32,8,0,18,0,37,1
33,9,0,10,0,10,1
34,9,0,8,0,30,1
35,9,0,19,0,41,1
36,10,0,9,0,15,1
37,10,0,20,0,27,1
38,11,0,12,0,7,1
39,11,0,21,0,10,1
40,11,0,1,0,20,1
41,12,0,13,0,44,1
42,12,0,11,0,6,1
43,12,0,22,0,26,1
44,12,0,2,0,5,1
45,13,0,14,0,44,1
46,13,0,12,0,20,1
47,13,0,23,0,14,1
48,13,0,3,0,37,1
49,14,0,15,0,3,1
50,14,0,13,0,37,1
51,14,0,24,0,1,1
52,14,0,4,0,2,1
53,15,0,16,0,34,1
54,15,0,14,0,41,1
55,15,0,25,0,27,1
56,15,0,5,0,9,1
57,16,0,17,0,17,1
58,16,0,15,0,32,1
59,16,0,26,0,10,1
60,16,0,6,0,15,1
61,17,0,18,0,45,1
62,17,0,16,0,46,1
63,17,0,27,0,10,1
64,17,0,7,0,31,1
65,18,0,19,0,49,1
66,18,0,17,0,43,1
67,18,0,28,0,10,1
68,18,0,8,0,47,1
69,19,0,20,0,44,1
70,19,0,18,0,41,1
71,19,0,29,0,16,1
72,19,0,9,0,24,1
73,20,0,19,0,21,1
74,20,0,30,0,36,1
75,20,0,10,0,2,1
76,21,0,22,0,32,1
77,21,0,31,0,47,1
78,21,0,11,0,12,1
79,22,0,23,0,2,1
80,22,0,21,0,33,1
81,22,0,32,0,4,1
82,22,0,12,0,33,1
83,23,0,24,0,22,1
84,23,0,22,0,22,1
85,23,0,33,0,36,1
86,23,0,13,0,26,1
87,24,0,25,0,1,1
88,24,0,23,0,9,1
89,24,0,34,0,15,1
90,24,0,14,0,32,1
91,25,0,26,0,18,1
92,25,0,24,0,32,1
93,25,0,35,0,37,1
94,25,0,15,0,23,1
95,26,0,27,0,37,1
96,26,0,25,0,11,1
97,26,0,36,0,10,1
98,26,0,16,0,18,1
99,27,0,28,0,39,1
100,27,0,26,0,28,1
101,27,0,37,0,31,1
102,27,0,17,0,35,1
103,28,0,29,0,34,1
104,28,0,27,0,2,1
105,28,0,38,0,43,1
106,28,0,18,0,36,1
107,29,0,30,0,18,1
108,29,0,28,0,32,1
109,29,0,39,0,42,1
110,29,0,19,0,8,1
111,30,0,29,0,23,1
112,30,0,40,0,9,1
113,30,0,20,0,9,1
114,31,0,32,0,26,1
115,31,0,41,0,19,1
116,31,0,21,0,24,1
117,32,0,33,0,17,1
118,32,0,31,0,14,1
119,32,0,42,0,23,1
120,32,0,22,0,19,1
121,33,0,34,0,12,1
122,33,0,32,0,5,1
123,33,0,43,0,32,1
124,33,0,23,0,33,1
125,34,0,35,0,2,1
126,34,0,33,0,27,1
127,34,0,44,0,24,1
128,34,0,24,0,31,1
129,35,0,36,0,10,1
130,35,0,34,0,26,1
131,35,0,45,0,3,1
132,35,0,25,0,18,1
133,36,0,37,0,9,1
134,36,0,35,0,20,1
135,36,0,46,0,25,1
136,36,0,26,0,5,1
137,37,0,38,0,39,1
138,37,0,36,0,31,1
139,37,0,47,0,34,1
140,37,0,27,0,8,1
141,38,0,39,0,6,1
142,38,0,37,0,15,1
143,38,0,48,0,31,1
144,38,0,28,0,41,1
145,39,0,40,0,4,1
146,39,0,38,0,31,1
147,39,0,49,0,12,1
148,39,0,29,0,25,1
149,40,0,39,0,38,1
150,40,0,50,0,40,1
151,40,0,30,0,30,1
152,41,0,42,0,24,1
153,41,0,51,0,10,1
154,41,0,31,0,31,1
155,42,0,43,0,32,1
156,42,0,41,0,2,1
157,42,0,52,0,13,1
158,42,0,32,0,38,1
159,43,0,44,0,38,1
160,43,0,42,0,23,1
161,43,0,53,0,43,1
162,43,0,33,0,40,1
163,44,0,45,0,22,1
164,44,0,43,0,7,1
165,44,0,54,0,40,1
166,44,0,34,0,18,1
167,45,0,46,0,5,1
168,45,0,44,0,17,1
169,45,0,55,0,14,1
170,45,0,35,0,24,1
171,46,0,47,0,8,1
172,46,0,45,0,46,1
173,46,0,56,0,33,1
174,46,0,36,0,41,1
