LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,linkCost
0,0,0,1,0,100,999
1,0,0,2,0,100,999
2,0,0,3,0,100,999
3,0,0,4,0,100,999
4,0,0,5,0,100,999
5,0,0,6,0,100,999
6,0,0,7,0,100,999
7,0,0,8,0,100,999
8,0,0,9,0,100,999
9,0,0,10,0,100,999
10,0,0,11,0,100,999
11,0,0,12,0,100,999
12,0,0,13,0,100,999
13,0,0,14,0,100,999
14,0,0,15,0,100,999
15,0,0,16,0,100,999
16,0,0,17,0,100,999
17,0,0,18,0,100,999
18,0,0,19,0,100,999
19,0,0,20,0,100,999
20,1,0,2,0,26,1
21,1,0,21,0,1,1
22,2,0,3,0,32,3
23,2,0,1,0,25,1
24,2,0,22,0,10,2
25,3,0,4,0,35,1
26,3,0,2,0,39,1
27,3,0,23,0,10,3
28,4,0,5,0,36,1
29,4,0,3,0,34,1
30,4,0,24,0,8,1
31,5,0,6,0,32,2
32,5,0,4,0,34,2
33,5,0,25,0,5,2
34,6,0,7,0,33,2
35,6,0,5,0,34,3
36,6,0,26,0,1,1
37,7,0,8,0,34,3
38,7,0,6,0,36,2
39,7,0,27,0,3,3
40,8,0,9,0,32,3
41,8,0,7,0,21,1
42,8,0,28,0,5,1
43,9,0,10,0,34,2
44,9,0,8,0,23,2
45,9,0,29,0,1,1
46,10,0,11,0,25,1
47,10,0,9,0,25,3
48,10,0,30,0,9,2
49,11,0,12,0,26,1
50,11,0,10,0,36,1
51,11,0,31,0,4,1
52,12,0,13,0,28,2
53,12,0,11,0,21,3
54,12,0,32,0,5,3
55,13,0,14,0,39,2
56,13,0,12,0,32,1
57,13,0,33,0,8,2
58,14,0,15,0,29,3
59,14,0,13,0,35,3
60,14,0,34,0,9,2
61,15,0,16,0,33,1
62,15,0,14,0,23,3
63,15,0,35,0,10,1
64,16,0,17,0,28,2
65,16,0,15,0,24,1
66,16,0,36,0,6,1
67,17,0,18,0,36,1
68,17,0,16,0,30,1
69,17,0,37,0,3,1
70,18,0,19,0,38,3
71,18,0,17,0,35,1
72,18,0,38,0,10,2
73,19,0,20,0,32,1
74,19,0,18,0,22,2
75,19,0,39,0,9,1
76,20,0,19,0,38,3
77,20,0,40,0,6,1
78,21,0,22,0,23,1
79,21,0,41,0,2,3
80,21,0,1,0,24,1
81,22,0,23,0,38,3
82,22,0,21,0,39,3
83,22,0,42,0,5,1
84,22,0,2,0,24,2
85,23,0,24,0,36,1
86,23,0,22,0,34,2
87,23,0,43,0,9,2
88,23,0,3,0,21,1
89,24,0,25,0,28,1
90,24,0,23,0,25,3
91,24,0,44,0,5,3
92,24,0,4,0,23,2
93,25,0,26,0,25,3
94,25,0,24,0,33,1
95,25,0,45,0,2,3
96,25,0,5,0,23,1
97,26,0,27,0,37,3
98,26,0,25,0,32,2
99,26,0,46,0,9,1
100,26,0,6,0,29,3
101,27,0,28,0,22,1
102,27,0,26,0,31,3
103,27,0,47,0,6,1
104,27,0,7,0,31,3
105,28,0,29,0,28,2
106,28,0,27,0,28,2
107,28,0,48,0,4,1
108,28,0,8,0,38,2
109,29,0,30,0,28,2
110,29,0,28,0,33,2
111,29,0,49,0,10,1
112,29,0,9,0,24,1
113,30,0,31,0,21,2
114,30,0,29,0,22,2
115,30,0,50,0,6,3
116,30,0,10,0,29,3
117,31,0,32,0,30,1
118,31,0,30,0,34,3
119,31,0,51,0,1,1
120,31,0,11,0,25,2
121,32,0,33,0,21,2
122,32,0,31,0,35,1
123,32,0,52,0,7,1
124,32,0,12,0,20,1
125,33,0,34,0,20,3
126,33,0,32,0,33,2
127,33,0,53,0,7,2
128,33,0,13,0,33,2
129,34,0,35,0,36,3
130,34,0,33,0,22,1
131,34,0,54,0,2,1
132,34,0,14,0,25,3
133,35,0,36,0,24,1
134,35,0,34,0,21,2
135,35,0,55,0,1,3
136,35,0,15,0,39,2
137,36,0,37,0,28,2
138,36,0,35,0,21,2
139,36,0,56,0,9,3
140,36,0,16,0,33,3
141,37,0,38,0,34,2
142,37,0,36,0,25,3
143,37,0,57,0,2,1
144,37,0,17,0,34,3
145,38,0,39,0,24,1
146,38,0,37,0,23,2
147,38,0,58,0,1,3
148,38,0,18,0,30,2
149,39,0,40,0,23,1
150,39,0,38,0,28,3
151,39,0,59,0,2,1
152,39,0,19,0,26,1
153,40,0,39,0,38,2
154,40,0,60,0,10,3
155,40,0,20,0,29,1
156,41,0,42,0,24,2
157,41,0,61,0,6,3
158,41,0,21,0,25,2
159,42,0,43,0,29,3
160,42,0,41,0,39,1
161,42,0,62,0,2,2
162,42,0,22,0,27,3
163,43,0,44,0,23,2
164,43,0,42,0,31,2
165,43,0,63,0,7,2
166,43,0,23,0,28,3
167,44,0,45,0,24,3
168,44,0,43,0,26,2
169,44,0,64,0,4,1
170,44,0,24,0,25,3
171,45,0,46,0,31,2
172,45,0,44,0,30,3
173,45,0,65,0,6,1
174,45,0,25,0,20,2
