LinkId,srcNodeId,srcIntfId,dstNodeId,dstIntfId,bandwidth,cost
1,0,0,1,0,11,25
2,0,0,2,0,26,4
3,0,0,3,0,27,4
4,0,0,4,0,45,34
5,0,0,9,0,34,10
6,0,0,10,0,31,34
7,0,0,11,0,8,16
8,0,0,12,0,28,14
9,0,0,13,0,27,39
10,0,0,24,0,28,41
11,0,0,26,0,5,10
12,0,0,38,0,23,8
13,0,0,44,0,26,10
14,0,0,47,0,11,26
15,0,0,50,0,27,47
16,0,0,53,0,24,3
17,0,0,54,0,24,45
18,0,0,56,0,10,36
19,0,0,62,0,48,16
20,0,0,63,0,6,20
21,0,0,64,0,21,23
22,0,0,83,0,34,7
23,0,0,92,0,14,20
24,0,0,94,0,48,15
25,0,0,98,0,14,1
26,0,0,101,0,17,46
27,0,0,117,0,40,41
28,0,0,125,0,46,36
29,0,0,133,0,36,5
30,0,0,137,0,18,11
31,0,0,150,0,41,37
32,0,0,154,0,21,3
33,0,0,158,0,27,49
34,0,0,166,0,48,15
35,0,0,169,0,32,13
36,0,0,175,0,21,1
37,0,0,176,0,22,11
38,0,0,186,0,22,22
39,0,0,189,0,38,29
40,0,0,190,0,37,32
41,0,0,191,0,44,36
42,0,0,195,0,42,12
43,0,0,199,0,30,21
44,0,0,202,0,11,16
45,0,0,222,0,32,39
46,0,0,224,0,16,18
47,0,0,227,0,15,5
48,0,0,241,0,10,37
49,0,0,243,0,36,33
50,0,0,245,0,3,45
51,0,0,246,0,25,34
52,0,0,248,0,25,1
53,0,0,260,0,10,42
54,0,0,264,0,44,19
55,0,0,270,0,15,28
56,0,0,273,0,27,20
57,0,0,276,0,45,21
58,0,0,277,0,5,32
59,0,0,278,0,32,43
60,0,0,284,0,37,33
61,0,0,285,0,26,13
62,0,0,287,0,46,47
63,0,0,296,0,49,5
64,0,0,299,0,39,32
65,1,0,3,0,49,43
66,1,0,5,0,34,29
67,1,0,6,0,6,48
68,1,0,7,0,33,3
69,1,0,13,0,39,9
70,1,0,24,0,21,12
71,1,0,39,0,25,42
72,1,0,40,0,42,42
73,1,0,41,0,31,39
74,1,0,44,0,8,32
75,1,0,46,0,27,26
76,1,0,47,0,44,22
77,1,0,48,0,39,48
78,1,0,49,0,3,10
79,1,0,53,0,44,3
80,1,0,57,0,36,22
81,1,0,60,0,10,12
82,1,0,61,0,44,19
83,1,0,69,0,32,23
84,1,0,70,0,5,3
85,1,0,80,0,26,48
86,1,0,83,0,32,14
87,1,0,85,0,45,29
88,1,0,87,0,16,26
89,1,0,94,0,2,12
90,1,0,101,0,39,47
